-0.009010	0.009633	0.021533	-0.030594	-0.010871	-0.017314	-0.002009	-0.001296	-0.003984	0.006419	0.012551	0.004273	-0.014813	0.016321	0.000647	0.007707	0.009264	0.006828	-0.001929	-0.004184	0.010400	-0.010938	-0.005403	0.006647	-0.016377	-0.009933	-0.010526	0.002286	0.001615	-0.015453	-0.008438	-0.001657	-0.007222	0.002683	0.004574	0.006138	-0.005589	0.004369	-0.005293	0.011846	0.000992	0.005019	-0.016453	-0.016372	0.010761	-0.005847	-0.005127	-0.021023	-0.002985	0.001188	-0.000756	0.005251	-0.003812	0.005186	0.013767	0.001645	-0.014662	0.001278	0.008983	0.009626	-0.010352	0.009050	0.001007	-0.001865	-0.009347	-0.008596	-0.011784	-0.000803	-0.002436	-0.013094	-0.016154	0.009842	0.009899	0.003633	0.006990	-0.013507	-0.000991	0.008338	0.020103	-0.001940	0.012053	-0.015160	-0.007488	0.010962	-0.007086	-0.008305	0.011473	0.000396	0.004526	-0.009729	0.005522	-0.015162	-0.022235	0.007503	0.006417	-0.011372	-0.016871	-0.007595	0.007691	0.008793	
-0.005784	0.007820	0.002226	-0.024596	0.022887	0.005095	-0.006128	-0.005776	0.006609	-0.011803	0.002223	0.011178	-0.007727	-0.010719	-0.004330	-0.009453	-0.001036	0.008685	0.013836	-0.000583	-0.003225	0.003870	-0.005451	0.000834	-0.008705	0.004893	-0.004112	-0.003234	0.012763	-0.005527	0.010280	-0.024525	0.000768	-0.004879	-0.002117	0.004781	0.005105	0.006274	-0.000086	-0.016380	0.010855	-0.001694	-0.003674	-0.003507	-0.001747	-0.004492	-0.009139	-0.004869	-0.008712	-0.002567	0.006302	-0.007711	0.006784	-0.006413	-0.003923	0.012108	0.014177	-0.021879	0.004736	0.004572	-0.002638	0.011061	0.005398	-0.000846	-0.005747	-0.016229	0.003141	-0.004165	-0.021026	-0.012738	0.002397	-0.008744	0.000155	-0.009735	-0.009949	-0.006848	0.000746	0.014466	0.009564	-0.005933	0.013541	0.002984	-0.013595	0.003518	0.000037	-0.008372	0.015747	-0.000663	0.012058	-0.011220	0.011272	0.012260	-0.008382	-0.002199	-0.007348	0.010049	-0.001643	-0.003701	-0.002165	0.001631	
-0.016082	-0.002408	0.000153	-0.004358	-0.011354	0.007505	0.004259	-0.002488	-0.002779	-0.004779	-0.001797	-0.001190	0.012701	-0.005836	0.000997	0.008647	-0.002925	0.002548	0.003323	0.001975	-0.015167	0.018112	0.005649	0.017187	0.000350	-0.011783	-0.002995	0.000672	-0.007015	-0.000475	-0.016732	0.003134	-0.001012	0.000906	0.002579	0.009569	-0.005214	0.000509	-0.011305	0.000909	0.002008	0.003851	-0.012013	-0.004123	0.010898	-0.001042	0.000618	-0.007873	-0.004562	0.005800	0.005252	-0.012501	0.015320	-0.001462	0.018814	-0.008520	0.001146	0.018184	-0.007811	0.004256	0.005826	0.004611	-0.003029	0.003663	-0.001170	-0.006155	-0.001062	-0.018735	-0.000642	-0.023524	-0.024453	0.012974	-0.011148	-0.006764	-0.004617	0.006495	0.007141	0.003655	0.002023	0.002363	0.005007	-0.004688	-0.003704	-0.001028	0.008132	-0.019170	0.000118	0.017257	0.000823	0.004784	0.010698	0.012133	0.006717	0.004728	0.021460	-0.011946	-0.004412	-0.003712	0.033379	-0.005316	
-0.002506	-0.001716	-0.005910	0.022815	-0.000927	-0.001545	0.002764	-0.016585	0.005011	0.002931	-0.004263	0.015959	-0.005846	-0.000475	0.006688	-0.006955	-0.003730	-0.003226	0.008979	0.005708	0.012621	-0.005386	-0.018739	0.000638	-0.006026	0.013765	0.019245	0.010414	0.015608	-0.023167	0.004358	-0.001927	-0.003784	-0.004077	-0.000208	0.004163	0.004963	-0.009232	-0.008561	0.005365	0.001093	0.003943	0.004614	0.007978	-0.000789	0.004334	-0.007708	-0.002373	0.004946	-0.017661	-0.004671	-0.000861	0.003112	-0.004921	-0.005242	-0.004575	0.014765	0.014198	0.008287	-0.002103	-0.006431	-0.009453	-0.021239	0.003585	-0.000786	0.010058	-0.015518	0.019105	-0.005651	-0.025738	0.014542	-0.009519	0.003544	-0.002118	0.005944	0.020603	0.005331	0.013464	0.018461	-0.016955	0.005761	-0.005587	0.010827	0.011203	-0.009631	0.003916	-0.007643	-0.019954	-0.003762	-0.009600	-0.003946	0.007615	-0.031237	0.005702	-0.001716	-0.001944	0.007042	0.008921	0.001272	0.013698	
-0.004031	0.000005	0.000872	-0.006024	-0.003374	0.002720	-0.009361	-0.011577	0.013252	0.003865	0.007188	-0.005151	-0.010934	-0.007773	-0.005761	0.007623	-0.009732	0.003223	-0.008987	-0.012803	0.008906	-0.012165	0.011692	0.007268	-0.007530	0.004109	0.009146	-0.001028	-0.013791	0.004415	0.001480	-0.008665	-0.006989	0.002613	0.019600	-0.008164	-0.002085	-0.003358	-0.019375	-0.014669	-0.008814	0.004298	0.018743	-0.000226	-0.015018	0.005868	0.017254	-0.004628	0.019889	0.001799	0.004828	-0.005877	-0.002724	0.012473	-0.007414	-0.017664	-0.020598	-0.003331	0.017888	0.005925	-0.006844	0.013463	-0.000220	0.006199	-0.007945	-0.002985	0.003679	0.003188	-0.004945	-0.001250	0.002553	0.032951	-0.002569	-0.003421	0.004755	0.007004	0.003917	-0.000049	0.012830	0.010412	-0.004310	0.006638	0.003413	0.004476	-0.005296	0.016102	-0.004090	-0.003791	0.018609	0.005925	-0.003374	-0.009581	0.009761	0.003510	0.005827	-0.026739	-0.000208	0.019030	-0.002615	-0.008147	
-0.000584	0.008396	0.005707	-0.003431	-0.013160	0.012418	0.017243	-0.008357	0.009146	0.009825	0.011827	-0.002742	-0.016517	0.011486	0.005992	0.009532	-0.011013	0.013480	-0.000592	0.001083	0.009846	0.012895	-0.012953	0.014900	0.005854	-0.000621	-0.006523	0.018107	-0.002684	0.015545	0.006260	0.028881	0.000798	0.001674	-0.011871	0.000807	0.005447	0.014748	-0.029880	0.005020	0.008430	-0.002010	0.014899	0.010850	0.007078	-0.017383	0.002056	-0.006173	0.002877	0.013551	-0.013655	-0.013451	0.007927	-0.012799	-0.015385	-0.016231	-0.011580	0.006695	-0.003331	-0.000203	-0.001397	-0.028166	0.009490	-0.011593	-0.019090	-0.011028	-0.013077	0.009890	0.003254	-0.004236	0.016543	0.022030	-0.008794	-0.007938	-0.004957	0.001959	0.015535	0.002162	-0.005312	-0.024737	-0.011079	-0.016729	0.000533	0.005406	0.020742	0.017685	0.012032	0.017755	-0.010869	-0.003697	-0.020020	-0.011864	0.008209	-0.001091	-0.000950	0.000274	0.002283	0.001126	-0.007449	0.002563	
0.013532	0.007217	0.010136	0.007677	-0.008147	0.005452	-0.006150	-0.013654	0.014041	0.005835	0.001580	-0.010741	-0.006055	0.000323	-0.007074	-0.021381	0.005163	-0.000778	0.014261	0.006547	0.003342	-0.005549	0.010572	0.018394	-0.006130	0.003463	-0.001293	-0.021020	-0.010359	-0.007237	0.009560	0.001066	0.002964	0.007435	0.001055	-0.013519	0.002300	-0.017308	-0.021522	-0.014807	-0.013729	-0.002011	0.005493	0.032808	-0.012582	0.011532	0.010894	-0.001058	-0.004423	-0.003984	-0.004185	0.007301	-0.012142	0.013983	0.003313	0.001158	0.016829	0.004020	-0.013942	0.004468	0.007905	0.004783	0.004779	-0.010602	0.005276	0.004498	0.001335	-0.000763	-0.012088	0.016252	0.005549	0.006859	0.000260	0.011268	0.010572	0.006830	-0.003206	-0.014578	0.000647	-0.002550	-0.002453	0.011972	0.009407	-0.001677	0.020318	0.018530	-0.004148	-0.007229	0.014900	0.009432	-0.006022	-0.000958	0.000947	0.015405	-0.007884	0.009260	0.005394	-0.008930	0.000421	-0.002279	
0.008132	0.019964	0.017391	0.007760	0.006990	0.008680	-0.017518	0.015334	-0.014955	-0.015529	0.007752	-0.003330	-0.011100	-0.014956	-0.000836	-0.002854	0.000766	0.000169	-0.010590	0.004977	-0.022454	0.001704	0.002945	-0.012862	0.017470	-0.006953	-0.014594	-0.021384	0.011549	-0.001764	-0.026380	0.024241	-0.020813	0.008892	-0.000166	0.002913	0.005160	-0.015078	-0.019304	0.004693	-0.026953	0.004446	0.009493	-0.005318	-0.008167	-0.016524	0.005913	-0.009008	0.005119	-0.027095	-0.009774	-0.010074	-0.008305	-0.003793	-0.003526	0.011352	-0.005788	0.000760	0.010707	-0.000322	0.002039	-0.005889	0.004448	0.016751	0.005199	0.001470	0.007546	-0.005453	0.000343	0.007425	0.007195	-0.000302	-0.002813	-0.007147	-0.007783	0.001119	-0.001195	-0.012643	0.023455	0.002610	-0.019456	0.011828	0.003626	-0.005651	-0.002731	-0.005732	0.009110	0.005659	-0.017811	0.005729	-0.014670	-0.002720	-0.006511	0.004812	0.004333	-0.012862	-0.015590	-0.002567	0.003513	-0.022452	
0.004038	-0.009172	-0.007353	0.024599	0.006682	-0.017241	0.012402	0.019175	0.013541	0.001888	0.007036	0.004410	-0.018021	0.018108	0.022886	0.010635	0.023956	0.001225	-0.006633	0.000053	0.003560	0.017533	-0.004500	0.002703	0.002293	-0.001560	-0.012148	-0.006480	-0.012592	-0.007984	-0.010367	0.017681	-0.004417	0.003088	0.000638	-0.001425	0.020242	-0.001981	0.006137	0.005939	0.009328	-0.006952	-0.011302	0.010181	-0.008519	-0.001708	-0.002349	0.005635	-0.002431	0.008747	0.006130	0.009920	-0.001925	0.005398	0.021462	-0.021520	-0.003454	0.010111	-0.010089	-0.015315	0.001692	-0.002532	-0.006906	0.000422	0.015537	-0.009223	0.003795	-0.000074	-0.012296	0.000765	-0.000646	-0.009206	-0.015028	-0.007192	0.004003	-0.001403	0.006704	0.001586	-0.006800	0.004852	0.008751	0.011406	0.001110	0.002274	0.016172	0.001371	-0.009567	0.010485	0.000960	-0.001460	0.021598	-0.000473	0.012063	0.006084	0.000041	-0.007844	0.006260	-0.014076	0.009141	0.013131	
-0.020018	-0.013238	-0.007512	-0.010519	-0.018879	-0.007515	0.022170	-0.013876	-0.008922	-0.007077	0.007538	0.018389	0.000565	-0.031022	0.009321	0.008188	0.003519	-0.002725	-0.000846	-0.012300	-0.009133	0.010396	-0.004850	0.011250	-0.014383	0.006107	0.002422	-0.011808	0.001028	0.003025	0.009920	-0.006915	-0.005134	-0.013578	-0.002775	0.013838	0.005565	0.005759	-0.010955	-0.004778	-0.009881	0.008406	-0.008951	-0.006222	0.012127	-0.001192	0.000719	0.009176	0.009713	-0.006800	0.001628	0.003593	-0.006738	-0.004126	-0.001003	0.009113	0.002690	-0.002858	0.000620	-0.010582	-0.018378	0.001400	-0.000535	-0.008450	-0.005885	0.008343	0.004179	0.005057	-0.000222	0.012338	0.012202	-0.009929	0.012832	-0.014005	0.010897	0.000761	0.011481	0.001911	-0.022524	-0.004617	0.012557	0.001349	0.016748	0.001725	0.027454	0.004580	-0.013092	0.007783	0.003980	0.004108	0.004870	-0.001105	-0.007784	0.012114	-0.011156	0.002205	0.012684	0.002190	-0.002839	-0.012155	
